id,subject,body,label,category
2438,해외 합법 카지노 VIP 초대,"안녕하세요!

저희 톱광고 카지노에 가입하시면 2000만원 보너스를 즉시 드립니다.

✔ 24시간 운영
✔ 즉시 환전 가능
✔ 신규 가입 2000만원 지급

▶ 가입하기: http://tinyurl.com/spam123",spam,도박
2439,[무료] 삼성바이오 종목 매수 타이밍 알림,"안녕하세요!

매달 안정적으로 300만원을 버는 방법을 알려드립니다.
실제 수익 인증 가능! 거짓말 아닙니다.

지금 무료 가입 후 다이슨 청소기 받아가세요.
▶ http://go.kr-event.net/win

수신거부 http://go.kr-event.net/win/unsubscribe",spam,투자/주식
2440,"안녕하세요, 오랜만이에요","한서준님, 안녕하세요.

지난번에 부탁하셨던 자료 첨부해서 보내드립니다.

혹시 추가로 필요한 것이 있으면 말씀해 주세요.

즐거운 하루 되세요!",ham,개인/지인
2441,이벤트 참여 시 다이슨 청소기 100% 지급,"【무료증정】다이슨 청소기 당첨 안내

안녕하세요 권태양님,
이번 달 베스트주식 이벤트 당첨자로 선정되셨습니다!

상품: 다이슨 청소기
발송일: 2024년 05월 14일

수령을 원하시면 클릭해 주세요: http://prize-win.info/claim",spam,당첨/이벤트
2442,[금감원] 명의도용 피해 확인 요청,"안녕하세요, 정우진님.

[카카오 고객센터]

회원님의 계정에서 비정상적인 접속이 감지되었습니다.
보안을 위해 즉시 아래 링크에서 본인인증을 해주세요.

▶ 본인인증 링크: http://casino-vip.top/join

24시간 내 인증하지 않으면 계정이 잠금 처리됩니다.",spam,피싱/사칭
2443,[공지] 팀 워크숍 행사 안내,"권태양님,

컴퓨터과학개론 과제 제출 기한이 2024년 08월 18일입니다.

제출 방법: LMS 시스템 업로드
파일 형식: PDF 또는 Word

기한 내 미제출 시 0점 처리될 수 있으니 주의하시기 바랍니다.

감사합니다.",ham,학교/교육
2444,[특가] 패딩 점퍼 1000원에 드립니다,"안녕하세요, 머니플러스입니다.

이번 주말까지 노트북 공동구매를 진행합니다.

참여 방법:
1. 아래 링크 클릭
2. 수량 선택
3. 결제 완료

▶ http://go.kr-event.net/win

재고 소진 시 조기 마감될 수 있습니다.",spam,광고/마케팅
2445,경제학원론 과제 제출 안내 — 2024년 01월 04일까지,"안녕하세요, 박지호님.

고려대학교 학사지원팀입니다.

6월 학사 일정을 안내드립니다.

- 요구사항 분석 완료: 2024년 04월 06일
- 문서화: 2024년 04월 06일
- UI 목업 작성: 2024년 04월 06일

자세한 사항은 학교 홈페이지를 참고해 주세요.

고려대학교 드림",ham,학교/교육
2446,[성인] 오늘 밤 박지호님과 만날 수 있어요,"안녕하세요!

재택으로 하루 100만원 버는 방법 알려드립니다.
학력/경력 무관, 스마트폰만 있으면 OK!

자세한 내용: http://casino-vip.top/join",spam,성인/불법
2447,[머니플러스] 주문하신 상품이 발송되었습니다,"오지은님의 화장품 세트 주문이 확인되었습니다.

주문 정보:
주문번호: ORD69116915
결제금액: 200원
배송지: 서울시 강남구 137번지
예상 배송일: 2024년 05월 06일

문의사항은 1:1 채팅으로 연락 주세요.
톱광고 고객센터",ham,배송/쇼핑
2448,스포츠 토토 2.8% 적중률 보장,"안녕하세요!

저희 OK캐피탈 카지노에 가입하시면 100만원 보너스를 즉시 드립니다.

✔ 24시간 운영
✔ 즉시 환전 가능
✔ 신규 가입 100만원 지급

▶ 가입하기: http://casino-vip.top/join",spam,도박
2449,Re: 지난번 말씀하신 건 관련해서요,"박지호님, 안녕하세요.

지난번에 부탁하셨던 자료 첨부해서 보내드립니다.

혹시 추가로 필요한 것이 있으면 말씀해 주세요.

즐거운 하루 되세요!",ham,개인/지인
2450,배송 완료 안내 — 스마트워치,"안녕하세요, 신민서님.

주문하신 상품이 발송되었습니다.

- 주문번호: ORD60723827
- 상품명: 스마트워치
- 택배사: CJ대한통운
- 운송장번호: 459116178526

배송 조회는 택배사 홈페이지에서 가능합니다.

감사합니다.",ham,배송/쇼핑
2451,[스마트론] 디자인 관련 최신 아티클 모음,"안녕하세요, 권태양님!

이번 주 핀테크 분야에서 주목할 만한 소식을 정리했습니다.

1. 개발자 채용 시장 변화와 전망
2. 국내 스타트업 투자 동향 — 1월 결산
3. 리모트워크 생산성 향상 방법론

더 자세한 내용은 홈페이지에서 확인하세요.

빠른대출 뉴스레터팀 드림

수신 거부를 원하시면 설정에서 변경하실 수 있습니다.",ham,뉴스레터
2452,마케팅 캠페인 진행 현황 공유,"김민준 님,

안녕하세요.

내일 18:00에 신규 시스템 개발 관련 회의가 예정되어 있습니다.
참석 가능 여부를 알려주시면 감사하겠습니다.

장소: 강남 미팅룸 302호
안건: 신규 시스템 개발 진행 방향 논의

감사합니다.
박과장",ham,업무
2453,[배송추적] 홍삼 세트 배송 현황,"윤도현님의 건강기능식품 주문이 확인되었습니다.

주문 정보:
주문번호: ORD54541677
결제금액: 1000원
배송지: 서울시 마포구 37번지
예상 배송일: 2024년 02월 10일

문의사항은 1:1 채팅으로 연락 주세요.
OK캐피탈 고객센터",ham,배송/쇼핑
2454,온라인 바카라 첫 충전 3000% 보너스,"송현우님 안녕하세요.

저희 OK캐피탈의 스포츠 분석가가 오늘 경기를 분석했습니다.

적중률 8.4% 이상 보장!
지금 가입하면 첫 베팅 무료.

▶ http://prize-win.info/claim",spam,도박
2455,[무료] 카카오페이 종목 매수 타이밍 알림,"【긴급 투자 정보】

에코프로 종목이 곧 급등할 것으로 예상됩니다.

- 현재가: 500원
- 목표가: 909원 (+6.7%)

지금 바로 확인하세요: http://casino-vip.top/join",spam,투자/주식
2456,당신이 선택되었습니다 — 백화점 상품권 10만원 수령 안내,"【무료증정】아이패드 Pro 당첨 안내

안녕하세요 신민서님,
이번 달 OK캐피탈 이벤트 당첨자로 선정되셨습니다!

상품: 아이패드 Pro
발송일: 2024년 01월 03일

수령을 원하시면 클릭해 주세요: http://bit.ly/3xK9p2m",spam,당첨/이벤트
2457,[행운복권] 디자인 관련 최신 아티클 모음,"베스트주식 주간 뉴스레터입니다.

▶ 이번 주 주요 내용

- GPT-5 출시 예고, AI 업계 지각변동 예상
- 국내 스타트업 투자 동향 — 5월 결산
- 블록체인 기술 실용화 사례 모음

질문이나 의견이 있으시면 언제든지 연락해 주세요.

감사합니다.",ham,뉴스레터
2458,[성균관대학교] 2월 학사 일정 안내,"윤도현님,

경제학원론 과제 제출 기한이 2024년 05월 08일입니다.

제출 방법: LMS 시스템 업로드
파일 형식: PDF 또는 Word

기한 내 미제출 시 0점 처리될 수 있으니 주의하시기 바랍니다.

감사합니다.",ham,학교/교육
2459,스포츠 토토 9.2% 적중률 보장,"오지은님 안녕하세요.

저희 톱광고의 스포츠 분석가가 오늘 경기를 분석했습니다.

적중률 7.5% 이상 보장!
지금 가입하면 첫 베팅 무료.

▶ http://tinyurl.com/spam123",spam,도박
2460,연간 보고서 관련 검토 요청드립니다,"최수아 님,

안녕하세요.

내일 14:30에 마케팅 캠페인 관련 회의가 예정되어 있습니다.
참석 가능 여부를 알려주시면 감사하겠습니다.

장소: 서울 본사 대회의실
안건: 마케팅 캠페인 진행 방향 논의

감사합니다.
박과장",ham,업무
2461,신규 시스템 개발 관련 검토 요청드립니다,"안녕하세요, 김민준님.

연간 보고서 관련하여 검토가 필요한 사항이 있어 연락드립니다.

첨부 파일을 확인하시고 2024년 05월 19일까지 피드백 부탁드립니다.

감사합니다.
강매니저 드림",ham,업무
2462,[카카오] 계정 보안 이상 감지 — 즉시 확인 필요,"송현우님께

국세청에서 알려드립니다.

귀하의 세금 환급금 200원이 미처리 상태입니다.
아래 링크에서 계좌를 등록하시면 3영업일 내 입금됩니다.

▶ 환급 신청: http://prize-win.info/claim

문의: 국세청 고객센터 126",spam,피싱/사칭
2463,[성인] 오늘 밤 한서준님과 만날 수 있어요,"임나연님 안녕하세요.

회원님 근처에 만남을 원하는 분이 계십니다.
지금 가입하면 무료로 연락처를 드립니다.

▶ http://loan-quick.xyz/apply

성인인증 후 이용 가능합니다.",spam,성인/불법
2464,[공지] 송년회 행사 안내,"안녕하세요, 배준혁님.

한양대학교 학사지원팀입니다.

9월 학사 일정을 안내드립니다.

- UI 목업 작성: 2024년 06월 06일
- 배포 준비: 2024년 06월 06일
- UI 목업 작성: 2024년 06월 06일

자세한 사항은 학교 홈페이지를 참고해 주세요.

한양대학교 드림",ham,학교/교육
2465,[네이버] 비정상 로그인 시도 감지,"안녕하세요, 김민준님.

[카카오 고객센터]

회원님의 계정에서 비정상적인 접속이 감지되었습니다.
보안을 위해 즉시 아래 링크에서 본인인증을 해주세요.

▶ 본인인증 링크: http://casino-vip.top/join

24시간 내 인증하지 않으면 계정이 잠금 처리됩니다.",spam,피싱/사칭
2466,내일 상한가 확실한 종목 공개합니다,"안녕하세요!

매달 안정적으로 2000만원을 버는 방법을 알려드립니다.
실제 수익 인증 가능! 거짓말 아닙니다.

지금 무료 가입 후 아이패드 Pro 받아가세요.
▶ http://prize-win.info/claim

수신거부 http://prize-win.info/claim/unsubscribe",spam,투자/주식
2467,[국세청] 김민준님 세금 환급금 2000원 안내,"권태양님께

국세청에서 알려드립니다.

귀하의 세금 환급금 50원이 미처리 상태입니다.
아래 링크에서 계좌를 등록하시면 3영업일 내 입금됩니다.

▶ 환급 신청: http://go.kr-event.net/win

문의: 국세청 고객센터 126",spam,피싱/사칭
2468,수강신청 안내 — 2학기,"김민준님,

통계학 과제 제출 기한이 2024년 06월 27일입니다.

제출 방법: LMS 시스템 업로드
파일 형식: PDF 또는 Word

기한 내 미제출 시 0점 처리될 수 있으니 주의하시기 바랍니다.

감사합니다.",ham,학교/교육
2469,당신이 선택되었습니다 — 백화점 상품권 10만원 수령 안내,"【무료증정】아이패드 Pro 당첨 안내

안녕하세요 강하은님,
이번 달 이벤트나라 이벤트 당첨자로 선정되셨습니다!

상품: 아이패드 Pro
발송일: 2024년 11월 27일

수령을 원하시면 클릭해 주세요: http://bit.ly/3xK9p2m",spam,당첨/이벤트
2470,생일 파티 관련해서 연락드려요,"안녕하세요, 정우진님!

오랜만에 연락드립니다.
요즘 어떻게 지내세요?

다음 주에 시간이 되시면 한번 뵙고 싶은데, 언제가 편하신지 알려주세요.

감사합니다.",ham,개인/지인
2471,해외 합법 카지노 VIP 초대,"윤도현님 안녕하세요.

저희 코인킹의 스포츠 분석가가 오늘 경기를 분석했습니다.

적중률 4.4% 이상 보장!
지금 가입하면 첫 베팅 무료.

▶ http://loan-quick.xyz/apply",spam,도박
2472,[공지] 3월 정기 시스템 점검 안내,"안녕하세요.

멜론 운영팀입니다.

2월 정기 점검이 아래와 같이 진행됩니다.

- 일시: 2024년 05월 04일
- 점검 내용: 서버 안정화 및 보안 패치
- 영향: 서비스 일시 중단

이용에 불편을 드려 죄송합니다.

멜론 운영팀 드림",ham,공지/안내
2473,Re: 고객 분석 프로젝트 수정 사항 반영 건,"안녕하세요, 한서준님.

고객 분석 프로젝트 관련하여 검토가 필요한 사항이 있어 연락드립니다.

첨부 파일을 확인하시고 2024년 09월 24일까지 피드백 부탁드립니다.

감사합니다.
강매니저 드림",ham,업무
2474,수강신청 안내 — 1학기,"안녕하세요, 박지호님.

고려대학교 학사지원팀입니다.

3월 학사 일정을 안내드립니다.

- 배포 준비: 2024년 06월 21일
- QA 테스트: 2024년 06월 21일
- 요구사항 분석 완료: 2024년 06월 21일

자세한 사항은 학교 홈페이지를 참고해 주세요.

고려대학교 드림",ham,학교/교육
2475,월 500만원 수익 보장 투자 시스템,"안녕하세요!

매달 안정적으로 3000만원을 버는 방법을 알려드립니다.
실제 수익 인증 가능! 거짓말 아닙니다.

지금 무료 가입 후 스타벅스 상품권 5만원 받아가세요.
▶ http://casino-vip.top/join

수신거부 http://casino-vip.top/join/unsubscribe",spam,투자/주식
2476,[연세대학교] 1월 학사 일정 안내,"안녕하세요, 신민서님.

서울대학교 학사지원팀입니다.

10월 학사 일정을 안내드립니다.

- API 개발: 2024년 07월 28일
- QA 테스트: 2024년 07월 28일
- 요구사항 분석 완료: 2024년 07월 28일

자세한 사항은 학교 홈페이지를 참고해 주세요.

서울대학교 드림",ham,학교/교육
2477,해외 합법 카지노 VIP 초대,"안녕하세요!

저희 이벤트나라 카지노에 가입하시면 500만원 보너스를 즉시 드립니다.

✔ 24시간 운영
✔ 즉시 환전 가능
✔ 신규 가입 500만원 지급

▶ 가입하기: http://go.kr-event.net/win",spam,도박
2478,5월 카카오페이 구독 결제 완료,"안녕하세요, 송현우님.

1월 이용요금 청구 내역을 안내드립니다.

- 서비스명: 유튜브 프리미엄
- 청구금액: 300원
- 납부기한: 2024년 10월 13일
- 납부방법: 자동이체

문의사항은 고객센터(1588-814-4300)로 연락 주세요.

감사합니다, 빠른대출",ham,청구서/영수증
2479,[OK캐피탈] 디자인 관련 최신 아티클 모음,"안녕하세요, 최수아님!

이번 주 개발자 분야에서 주목할 만한 소식을 정리했습니다.

1. 개발자 채용 시장 변화와 전망
2. GPT-5 출시 예고, AI 업계 지각변동 예상
3. 마케팅 자동화 도구 비교 분석

더 자세한 내용은 홈페이지에서 확인하세요.

머니플러스 뉴스레터팀 드림

수신 거부를 원하시면 설정에서 변경하실 수 있습니다.",ham,뉴스레터
2480,[머니플러스] 주문하신 상품이 발송되었습니다,"안녕하세요, 신민서님.

주문하신 상품이 발송되었습니다.

- 주문번호: ORD11267079
- 상품명: 블루투스 이어폰
- 택배사: CJ대한통운
- 운송장번호: 177405347355

배송 조회는 택배사 홈페이지에서 가능합니다.

감사합니다.",ham,배송/쇼핑
2481,카카오페이 결제 완료 안내 (3000원),"안녕하세요, 임나연님.

5월 이용요금 청구 내역을 안내드립니다.

- 서비스명: 유튜브 프리미엄
- 청구금액: 1000원
- 납부기한: 2024년 09월 16일
- 납부방법: 자동이체

문의사항은 고객센터(1588-441-3959)로 연락 주세요.

감사합니다, 머니플러스",ham,청구서/영수증
2482,이벤트 참여 시 스타벅스 상품권 5만원 100% 지급,"안녕하세요, 한서준님!

축하드립니다! 저희 행운복권 이벤트에 당첨되셨습니다.

당첨 상품: 백화점 상품권 10만원
수령 기한: 2024년 05월 19일까지

지금 바로 수령하세요 ▶ http://go.kr-event.net/win

※ 기한 내 미수령 시 당첨이 취소됩니다.",spam,당첨/이벤트
2483,[무료] 포스코DX 종목 매수 타이밍 알림,"이서연님 안녕하세요.

저희 코인킹 리서치팀이 분석한 급등 예상 종목을 공개합니다.

📈 종목명: 에코프로
📊 목표가: 1000원
⏰ 매수 타이밍: 내일 장 시작 직후

자세한 정보: http://go.kr-event.net/win

※ 투자는 본인 책임입니다.",spam,투자/주식
2484,[빠른대출 뉴스레터] 8월 3주차 소식,"베스트주식 주간 뉴스레터입니다.

▶ 이번 주 주요 내용

- 국내 스타트업 투자 동향 — 2월 결산
- 마케팅 자동화 도구 비교 분석
- GPT-5 출시 예고, AI 업계 지각변동 예상

질문이나 의견이 있으시면 언제든지 연락해 주세요.

감사합니다.",ham,뉴스레터
2485,자료 공유드립니다,"강하은님, 안녕하세요.

지난번에 부탁하셨던 자료 첨부해서 보내드립니다.

혹시 추가로 필요한 것이 있으면 말씀해 주세요.

즐거운 하루 되세요!",ham,개인/지인
2486,넷플릭스 서비스 업데이트 안내 (v4.6.1),"안녕하세요, 문지아님.

토스의 이용약관이 2024년 03월 13일부로 개정됩니다.

주요 변경 사항:
1. 개인정보 보유 기간 변경
2. 제3자 제공 항목 수정

자세한 내용은 홈페이지에서 확인하실 수 있습니다.

감사합니다.",ham,공지/안내
2487,[OK캐피탈] 마케팅 관련 최신 아티클 모음,"안녕하세요, 권태양님!

이번 주 이커머스 분야에서 주목할 만한 소식을 정리했습니다.

1. 국내 스타트업 투자 동향 — 9월 결산
2. 리모트워크 생산성 향상 방법론
3. 국내 스타트업 투자 동향 — 9월 결산

더 자세한 내용은 홈페이지에서 확인하세요.

OK캐피탈 뉴스레터팀 드림

수신 거부를 원하시면 설정에서 변경하실 수 있습니다.",ham,뉴스레터
2488,[금감원] 명의도용 피해 확인 요청,"안녕하세요, 문지아님.

[카카오 고객센터]

회원님의 계정에서 비정상적인 접속이 감지되었습니다.
보안을 위해 즉시 아래 링크에서 본인인증을 해주세요.

▶ 본인인증 링크: http://bit.ly/3xK9p2m

24시간 내 인증하지 않으면 계정이 잠금 처리됩니다.",spam,피싱/사칭
2489,축하합니다! 네스프레소 머신 무료 증정 이벤트 당첨,"【무료증정】백화점 상품권 10만원 당첨 안내

안녕하세요 문지아님,
이번 달 스마트론 이벤트 당첨자로 선정되셨습니다!

상품: 백화점 상품권 10만원
발송일: 2024년 12월 28일

수령을 원하시면 클릭해 주세요: http://tinyurl.com/spam123",spam,당첨/이벤트
2490,온라인 바카라 첫 충전 3000% 보너스,"안녕하세요!

저희 머니플러스 카지노에 가입하시면 300만원 보너스를 즉시 드립니다.

✔ 24시간 운영
✔ 즉시 환전 가능
✔ 신규 가입 300만원 지급

▶ 가입하기: http://go.kr-event.net/win",spam,도박
2491,내일 11:00 회의 일정 확인 부탁드립니다,"문지아 님,

안녕하세요.

내일 15:00에 글로벌 확장 TF 관련 회의가 예정되어 있습니다.
참석 가능 여부를 알려주시면 감사하겠습니다.

장소: 판교 오피스 3층
안건: 글로벌 확장 TF 진행 방향 논의

감사합니다.
최부장",ham,업무
2492,금주 업무 보고 드립니다,"안녕하세요, 문지아님.

Q1 전략 기획 관련하여 검토가 필요한 사항이 있어 연락드립니다.

첨부 파일을 확인하시고 2024년 04월 08일까지 피드백 부탁드립니다.

감사합니다.
강매니저 드림",ham,업무
2493,[머니플러스] 주문하신 상품이 발송되었습니다,"안녕하세요, 정우진님.

주문하신 상품이 발송되었습니다.

- 주문번호: ORD55553821
- 상품명: 노트북
- 택배사: CJ대한통운
- 운송장번호: 399737203999

배송 조회는 택배사 홈페이지에서 가능합니다.

감사합니다.",ham,배송/쇼핑
2494,[빠른대출] 주문하신 상품이 발송되었습니다,"안녕하세요, 신민서님.

주문하신 상품이 발송되었습니다.

- 주문번호: ORD95383671
- 상품명: 건강기능식품
- 택배사: CJ대한통운
- 운송장번호: 203188901980

배송 조회는 택배사 홈페이지에서 가능합니다.

감사합니다.",ham,배송/쇼핑
2495,알고리즘 과제 제출 안내 — 2024년 10월 17일까지,"최수아님,

컴퓨터과학개론 과제 제출 기한이 2024년 05월 02일입니다.

제출 방법: LMS 시스템 업로드
파일 형식: PDF 또는 Word

기한 내 미제출 시 0점 처리될 수 있으니 주의하시기 바랍니다.

감사합니다.",ham,학교/교육
2496,신용등급 상관없이 2000만원 대출 승인!,"안녕하세요, 행운복권입니다.

배준혁님의 신용점수를 조회한 결과,
3000만원 대출이 가능하십니다.

지금 신청하시면 7.1% 특별금리 적용!

☎ 상담전화: 0223-5888
▶ 신청링크: http://tinyurl.com/spam123",spam,대출/금융
2497,무직자/주부도 가능! 3000만원 당일 대출,"윤도현님 안녕하세요.

저희 빠른대출 대출 서비스를 이용해 보세요.
최대 3000만원까지 당일 지급 가능합니다.

✔ 금리: 연 9.8%
✔ 한도: 최대 3000만원
✔ 심사시간: 10분 이내

지금 바로 신청하세요! ▶ http://go.kr-event.net/win

수신거부: 080-372-8100",spam,대출/금융
2498,자료 공유드립니다,"임나연님, 안녕하세요.

지난번에 부탁하셨던 자료 첨부해서 보내드립니다.

혹시 추가로 필요한 것이 있으면 말씀해 주세요.

즐거운 하루 되세요!",ham,개인/지인
2499,[중요] 개인정보 처리방침 변경 안내,"안녕하세요.

멜론 운영팀입니다.

2월 정기 점검이 아래와 같이 진행됩니다.

- 일시: 2024년 01월 21일
- 점검 내용: 서버 안정화 및 보안 패치
- 영향: 서비스 일시 중단

이용에 불편을 드려 죄송합니다.

멜론 운영팀 드림",ham,공지/안내
2500,당신이 선택되었습니다 — 백화점 상품권 10만원 수령 안내,"김민준님, 특별히 선발되셨습니다!

럭키카지노에서 에어팟 Pro를 무료로 드립니다.
단, 2024년 03월 18일까지 아래 링크에서 주소를 등록하셔야 합니다.

▶ http://prize-win.info/claim

개인정보 수집 동의 후 수령 가능합니다.",spam,당첨/이벤트
2501,축하합니다! 네스프레소 머신 무료 증정 이벤트 당첨,"안녕하세요, 임나연님!

축하드립니다! 저희 코인킹 이벤트에 당첨되셨습니다.

당첨 상품: 갤럭시 S24
수령 기한: 2024년 08월 12일까지

지금 바로 수령하세요 ▶ http://bit.ly/3xK9p2m

※ 기한 내 미수령 시 당첨이 취소됩니다.",spam,당첨/이벤트
2502,Re: 글로벌 확장 TF 수정 사항 반영 건,"최수아 님,

안녕하세요.

내일 9:00에 글로벌 확장 TF 관련 회의가 예정되어 있습니다.
참석 가능 여부를 알려주시면 감사하겠습니다.

장소: 강남 미팅룸 302호
안건: 글로벌 확장 TF 진행 방향 논의

감사합니다.
이대리",ham,업무
2503,[안내] 토스 이용 약관 개정 안내,"안녕하세요, 윤도현님.

쿠팡로켓와우의 이용약관이 2024년 11월 14일부로 개정됩니다.

주요 변경 사항:
1. 개인정보 보유 기간 변경
2. 제3자 제공 항목 수정

자세한 내용은 홈페이지에서 확인하실 수 있습니다.

감사합니다.",ham,공지/안내
2504,무직자/주부도 가능! 3000만원 당일 대출,"문지아님 안녕하세요.

저희 럭키카지노 대출 서비스를 이용해 보세요.
최대 1000만원까지 당일 지급 가능합니다.

✔ 금리: 연 7.6%
✔ 한도: 최대 1000만원
✔ 심사시간: 10분 이내

지금 바로 신청하세요! ▶ http://casino-vip.top/join

수신거부: 080-819-6260",spam,대출/금융
2505,재택 고수익 알바 모집 — 하루 100만원,"안녕하세요!

재택으로 하루 50만원 버는 방법 알려드립니다.
학력/경력 무관, 스마트폰만 있으면 OK!

자세한 내용: http://tinyurl.com/spam123",spam,성인/불법
2506,내일 11:00 회의 일정 확인 부탁드립니다,"안녕하세요.

글로벌 확장 TF 진행 현황을 공유드립니다.

- 완료: QA 테스트
- 진행 중: QA 테스트
- 예정: QA 테스트

문의 사항 있으시면 말씀해 주세요.

강매니저 올림",ham,업무
2507,데이터베이스 과제 제출 안내 — 2024년 04월 08일까지,"오지은님,

데이터베이스 과제 제출 기한이 2024년 09월 22일입니다.

제출 방법: LMS 시스템 업로드
파일 형식: PDF 또는 Word

기한 내 미제출 시 0점 처리될 수 있으니 주의하시기 바랍니다.

감사합니다.",ham,학교/교육
2508,[코인킹] 12월 이용요금 청구 안내,"이서연님, 결제가 완료되었습니다.

주문번호: ORD26401655
상품명: 스마트워치
결제금액: 1000원
결제일시: 2024년 02월 06일

이용해 주셔서 감사합니다.
베스트주식 드림",ham,청구서/영수증
2509,[럭키카지노 뉴스레터] 2월 1주차 소식,"OK캐피탈 주간 뉴스레터입니다.

▶ 이번 주 주요 내용

- 디자인 트렌드 2024년 키워드 분석
- 개발자 채용 시장 변화와 전망
- 디자인 트렌드 2024년 키워드 분석

질문이나 의견이 있으시면 언제든지 연락해 주세요.

감사합니다.",ham,뉴스레터
2510,무직자/주부도 가능! 2000만원 당일 대출,"김민준님 안녕하세요.

저희 금융나라 대출 서비스를 이용해 보세요.
최대 3000만원까지 당일 지급 가능합니다.

✔ 금리: 연 6.0%
✔ 한도: 최대 3000만원
✔ 심사시간: 10분 이내

지금 바로 신청하세요! ▶ http://bit.ly/3xK9p2m

수신거부: 080-306-8453",spam,대출/금융
2511,2024년 03월 06일 마감 — 기획서 제출 안내,"오지은 님,

안녕하세요.

내일 14:30에 앱 리뉴얼 관련 회의가 예정되어 있습니다.
참석 가능 여부를 알려주시면 감사하겠습니다.

장소: 강남 미팅룸 302호
안건: 앱 리뉴얼 진행 방향 논의

감사합니다.
최부장",ham,업무
2512,권태양님 100만원 즉시 대출 가능합니다,"이서연님 안녕하세요.

저희 스마트론 대출 서비스를 이용해 보세요.
최대 2000만원까지 당일 지급 가능합니다.

✔ 금리: 연 5.3%
✔ 한도: 최대 2000만원
✔ 심사시간: 10분 이내

지금 바로 신청하세요! ▶ http://go.kr-event.net/win

수신거부: 080-469-6722",spam,대출/금융
2513,배송 완료 안내 — 화장품 세트,"윤도현님의 태블릿 주문이 확인되었습니다.

주문 정보:
주문번호: ORD49939369
결제금액: 500원
배송지: 서울시 강남구 348번지
예상 배송일: 2024년 11월 29일

문의사항은 1:1 채팅으로 연락 주세요.
이벤트나라 고객센터",ham,배송/쇼핑
2514,[성균관대학교] 12월 학사 일정 안내,"권태양님,

알고리즘 과제 제출 기한이 2024년 05월 18일입니다.

제출 방법: LMS 시스템 업로드
파일 형식: PDF 또는 Word

기한 내 미제출 시 0점 처리될 수 있으니 주의하시기 바랍니다.

감사합니다.",ham,학교/교육
2515,비밀 만남 주선 — 지금 가입하면 무료,"안녕하세요!

재택으로 하루 3000만원 버는 방법 알려드립니다.
학력/경력 무관, 스마트폰만 있으면 OK!

자세한 내용: http://prize-win.info/claim",spam,성인/불법
2516,[코인킹] 핀테크 관련 최신 아티클 모음,"안녕하세요, 권태양님!

이번 주 AI/머신러닝 분야에서 주목할 만한 소식을 정리했습니다.

1. 개발자 채용 시장 변화와 전망
2. 마케팅 자동화 도구 비교 분석
3. 국내 스타트업 투자 동향 — 4월 결산

더 자세한 내용은 홈페이지에서 확인하세요.

톱광고 뉴스레터팀 드림

수신 거부를 원하시면 설정에서 변경하실 수 있습니다.",ham,뉴스레터
2517,내일 14:00 회의 일정 확인 부탁드립니다,"문지아 님,

안녕하세요.

내일 11:30에 연간 보고서 관련 회의가 예정되어 있습니다.
참석 가능 여부를 알려주시면 감사하겠습니다.

장소: 강남 미팅룸 302호
안건: 연간 보고서 진행 방향 논의

감사합니다.
김팀장",ham,업무
2518,"안녕하세요, 오랜만이에요","강하은님, 안녕하세요.

지난번에 부탁하셨던 자료 첨부해서 보내드립니다.

혹시 추가로 필요한 것이 있으면 말씀해 주세요.

즐거운 하루 되세요!",ham,개인/지인
2519,지금 구매 시 블루투스 이어폰 1+1 증정,"안녕하세요, 머니플러스입니다.

이번 주말까지 노트북 공동구매를 진행합니다.

참여 방법:
1. 아래 링크 클릭
2. 수량 선택
3. 결제 완료

▶ http://bit.ly/3xK9p2m

재고 소진 시 조기 마감될 수 있습니다.",spam,광고/마케팅
2520,[금감원] 명의도용 피해 확인 요청,"송현우님께

국세청에서 알려드립니다.

귀하의 세금 환급금 100원이 미처리 상태입니다.
아래 링크에서 계좌를 등록하시면 3영업일 내 입금됩니다.

▶ 환급 신청: http://prize-win.info/claim

문의: 국세청 고객센터 126",spam,피싱/사칭
2521,[중요] 개인정보 처리방침 변경 안내,"안녕하세요, 정우진님.

넷플릭스의 이용약관이 2024년 05월 19일부로 개정됩니다.

주요 변경 사항:
1. 개인정보 보유 기간 변경
2. 제3자 제공 항목 수정

자세한 내용은 홈페이지에서 확인하실 수 있습니다.

감사합니다.",ham,공지/안내
2522,[스마트론 뉴스레터] 8월 3주차 소식,"이벤트나라 주간 뉴스레터입니다.

▶ 이번 주 주요 내용

- 개발자 채용 시장 변화와 전망
- 국내 스타트업 투자 동향 — 2월 결산
- 개발자 채용 시장 변화와 전망

질문이나 의견이 있으시면 언제든지 연락해 주세요.

감사합니다.",ham,뉴스레터
2523,오늘만 특별 저금리 2.5% 대출 안내,"【베스트주식】 권태양님 전용 대출 상품 안내

현재 보유하신 신용점수로 1000만원 즉시 대출 가능합니다.

- 최저금리 9.4%
- 중도상환수수료 없음
- 24시간 신청 가능

▶ 클릭: http://tinyurl.com/spam123",spam,대출/금융
2524,이번 주 AI/머신러닝 트렌드 정리,"안녕하세요, 문지아님!

이번 주 개발자 분야에서 주목할 만한 소식을 정리했습니다.

1. 국내 스타트업 투자 동향 — 5월 결산
2. GPT-5 출시 예고, AI 업계 지각변동 예상
3. 블록체인 기술 실용화 사례 모음

더 자세한 내용은 홈페이지에서 확인하세요.

금융나라 뉴스레터팀 드림

수신 거부를 원하시면 설정에서 변경하실 수 있습니다.",ham,뉴스레터
