"id","subject","body","label"
"856","온라인으로 대학 학위를 취득하세요!","온라인으로 대학 학위를 취득하세요!","spam"
"857","쉭쉭 소리","쉭쉭 소리 알렉, 케이블필터즈를 사용하면 리모컨으로 주문한 모든 채널을 시청할 수 있습니다, 페이퍼뷰, 성인영화, 스포츠 이벤트, 특별 이벤트 저렴한 가격으로 구매 가능합니다","spam"
"858","시뮬레이션 이메일","시뮬레이션 이메일 다시 표현하고 싶다고 하셨는데요. 해보셨나요? 월요일 아침까지 회사에 이 공지를 보내고 싶습니다. 데이브","ham"
"859","안녕하세요","안녕하세요 저희는 성인 리얼리티 사이트의 평생 무료 회원권을 제공하고 있습니다! 광고 및 마케팅 목적입니다.","spam"
"860","5월 14일 회의 요약 및 다음 단계","5월 14일 회의 요약 및 다음 단계 첨부 파일을 참조하세요. 다음 문화 위원회 회의는 6월 6일 수요일 오전 8:30-11:30에 열립니다.","ham"
"861","스케줄 크롤러: 아워어헤드 오류","스케줄 크롤러: 아워어헤드 오류 시작일: 1/24/02; 아워어헤드 시간: 19; 아워어헤드 일정 다운로드 실패. 수동 개입이 필요합니다.","ham"
"862","저축을 시작하기 좋은 날","저축을 시작하기 좋은 날 신속 처방 서비스를 선택하고 할인 약국 사이트를 먼저 확인하세요. 빠른 서비스를 받으면서 더 적은 비용을 내는 방법을 알아보세요. 지금 특가로 제공되는 더 많은 약품을 확인해 보세요.","spam"
"863","라키쉬에게 제안","라키쉬에게 제안 빈스, 노마가 전화해서 라키쉬가 입사 보너스 대신 스톡옵션을 요청했다고 했습니다. 3년에 걸쳐 베스팅되는 3만 달러 상당의 옵션을 제안하자고 했고, 당신도 괜찮을 것 같다고 했습니다. 우리 비용도 절감될 것 같습니다.","ham"
"864","전달: SRP 마진콜 업데이트","전달: SRP 마진콜 업데이트 원본 메시지: 발신: 홀, 스티브 C. (법무) 수신: 벨든, 팀 참조: 세이거, 엘리자베스; 브래드포드, 윌리엄 S.; 응오, 트레이시 중요도: 높음 팀, 알다시피...","ham"
"865","저렴한 소프트웨어가 필요하세요?","저렴한 소프트웨어가 필요하세요? 의심스럽게 파싱 잃어버린 나무를 신경 써요. 동사에 대한 놀라운 답변, 우리에게 보내세요. 처음엔 무료, 온 세상. 아니면 손을 돌려, 모든.","spam"
"866","투자 기회","투자 기회 친애하는 친구, 미국 스파르탄버그 상공회의소를 통해 귀하의 정보를 얻었습니다. 저는 수석 감사관 하워드 존스이며 런던 영국에서 마지막 감사 중에 3,550만 달러를 발견했습니다.","spam"
"867","엔파워","엔파워 참고로 말씀드립니다 - 긴 이메일이지만 강조된 단락을 확인해 주세요. 여기에 묘사된 시나리오를 믿기 어렵지만, 더 이상한 일도 있었습니다 - 계속 알려드리겠습니다.","ham"
"868","길이를 3인치 이상 늘리세요","길이를 3인치 이상 늘리세요 시장에서 1위 음경 확대 알약! 길이 3인치 이상 증가, 너비 20% 증가, 조루 방지, 더 강하고 단단한 발기 더 이상 광고 수신 거부","spam"
"869","내 웹사이트에서 엄청난 지방을 뺀 방법을 보여드립니다","내 웹사이트에서 엄청난 지방을 뺀 방법을 보여드립니다 이상적인 체중에 도달하는 것은 수백만 명이 달성합니다. 그 체중을 유지하는 것이 훨씬 더 큰 도전입니다. 이 프로그램으로 좋아하는 음식을 즐기면서도 자동으로 덜 먹게 됩니다.","spam"
"870","제목 없음","콘텐츠 타입: 텍스트/일반 문자셋 us-ascii 형식 흘러내림 콘텐츠 전송 인코딩 7비트 제목: [sa] 어디서나 운전 발신자: spamassassin-sightings-admin @ sourceforge.net 오류 수신자: spamassassin-sightings-admin @ sourceforge.net","spam"
"871","캘리포니아 업데이트 - 09.20.01 - 정오 PDT","캘리포니아 업데이트 - 09.20.01 - 정오 PDT 문의가 많이 들어오고 있습니다. PUC가 DA 정지에 대해 아직 투표하지 않았습니다. 30-60분 이내에 안건을 처리할 것으로 보입니다. 결정은 9월 20일부터 DA를 정지할 것 같습니다.","ham"
"872","검색 엔진 결과에 올라가는 방법을 모르시나요?","검색 엔진 결과에 올라가는 방법을 모르시나요? 검색 엔진에 웹사이트를 등록하면 온라인 매출이 크게 증가할 수 있습니다. 웹사이트에 시간과 돈을 투자했다면 반드시 온라인에 등록해야 합니다.","spam"
"873","강력한 시장 선도주의 다음 상승 움직임","강력한 시장 선도주의 다음 상승 움직임 국토 안보 투자 9월 11일 미국에 대한 테러 공격은 예측 가능한 미래를 위해 보안 환경을 변화시켰습니다. 물리적, 논리적 보안 모두 모든 산업 분야에서 가장 중요해졌습니다.","spam"
"874","전달: 에너지 서비스 제공업체(MCNIC) / 라이온델 계약 - 2000년 12월","전달: 에너지 서비스 제공업체(MCNIC) / 라이온델 계약 - 2000년 12월 참고하세요!! 에이미 란노우/HOU/ECT가 2000년 11월 21일 오전 10:11에 전달 케빈 올슨이 2000년 11월 21일 오전 10:14에 수신","ham"
"875","헨우드 - 뉴욕","헨우드 - 뉴욕 헨우드에 연락했습니다 - 뉴욕 커브 작업 중입니다 - 월요일까지 완료될 것으로 보입니다. 크리스 칼저 503-464-3735","ham"
"876","넷코 구조화 재시작 계획","넷코 구조화 재시작 계획 루이즈 외 여러분, 넷코 내 구조화 기능을 운영 준비 상태로 만들기 위한 이니셔티브를 시작했습니다: 구조화 모델 역량 - 기존 가스 및 전력 구조화 모델을 모두 이전 중입니다","ham"
"877","청춘의 샘","청춘의 샘 FDA 승인 온라인 의약품. 자낙스, 발리움, 펜터민, 슈퍼 비아그라 등. 빠르고 안전한 배송 예, 저에게 연락하세요","spam"
"878","마노즈 굽타 - 면접 일정","마노즈 굽타 - 면접 일정 위 참조인에 대한 면접 패킷이 첨부되어 있습니다. 면접은 2001년 4월 16일 월요일에 진행됩니다. 세 문서 모두 인쇄해 두시기 바랍니다. 질문이나 일정 충돌이 있으면 연락해 주세요.","ham"
"879","답장: IBM","답장: IBM 저도 확신하지는 못하지만, 그녀가 말하는 것은 다음을 제공하는 패키지인 것 같습니다: 1) 이탈하지 않는 IT 직원 제공, 인력 감소 보충. 2) 기존 하드웨어 자산을 담보로 현금 제공","ham"
"880","가입이 필요합니다","가입이 필요합니다 안정적인 수입을 원하시나요? 거대한 수동 수입을 창출하는 간단한 사업을 원하시나요? 현재 시장에는 많은 기적의 음료들이 있지만 효과가 없습니다. 그러나 건강 음료 시장은 크고 독특한 음료가 필요합니다.","spam"
"881","켄 시먼의 메모","켄 시먼의 메모 안녕하세요, 가족은 잘 지내고 있나요? 여러 직업은요? 방금 오마하에서 돌아왔습니다 - 린다의 40주년 고등학교 동창회. 갤런당 1.85달러 기름을 넣고 그 큰 차를 몰았습니다","ham"
"882","PJM 101: 기초 - 2001년 1월 16일","PJM 101: 기초 - 2001년 1월 16일 01/04/01 PJM에서 빈센트 카민스키 엔론에게: 2001년 2월 27일 화요일 오전 9시부터 정오 및 오후 1시의 PJM 기초 교육 과정 등록이 확인되었습니다.","ham"
"883","최종 수상 통보","최종 수상 통보 부사장 책상에서 발송. 국제 프로모션/상금 배치 번호: LMSP/82255742/33 참조 번호: LMSP/7393794/33 글로벌 복권 국제/세계 게임 위원회의 출시를 알려드립니다.","spam"
"884","발사 카운트다운 마감, 지금 구매하세요","발사 카운트다운 마감, 지금 구매하세요 미국 석유 및 가스 보고서 저렴한 에너지 주식 발굴의 선도적 실적. 최근 추천주의 움직임: SPRL .14에서 .36으로 12일 만에 157% 상승 PRVB .10에서 .265로 8일 만에 165% 상승","spam"
"885","답장: 2차 통지 #DD 309","답장: 2차 통지 #DD 309 안녕하세요, 지난주 이메일을 보셨나요? 2.24%의 낮은 금리로 주택 담보 대출에 사전 승인되셨음을 알려드립니다. 이 저렴한 금리를 활용할 수 있는 좋은 기회입니다.","spam"
"886","시작일: 1/13/02; 아워어헤드 시간: 2;","시작일: 1/13/02; 아워어헤드 시간: 2; 보조 서비스 일정 없음. 차이 없음. 로그 메시지: 파일 파싱 >> O:\portland\westdesk\california scheduling\iso final schedules\2002011302.txt","ham"
"887","전달: 신용장 수정","전달: 신용장 수정 왜 이 요청을 하는지 모르겠습니다. 오전 11시에 컨퍼런스 콜이 있습니다. 신용장 현황 업데이트를 빨리 연락해 주세요. 감사합니다, 빌","ham"
"888","소니 LCD 프로젝터","소니 LCD 프로젝터 VPL-DSL00 VPL-CX70 모델 LCD 루멘 해상도 램프 가격 DSL00 LCD 1200 SVGA 185W UHP $849.00 CS7 LCD 1800 SVGA $1168.00 CX70 LCD 2000 XGA $1518.00 방문: 웹사이트","spam"
"889","시알리스 소프트탭 구매, 하루 특가","시알리스 소프트탭 구매, 하루 특가 새로운 시알리스 소프트탭 즉각적인 강한 발기 혀 밑에 반 알을 녹여 복용, 10분 후부터 주말 내내 지속. 정상 가격 알당 $19, 오늘 $3.24에 주문하세요.","spam"
"890","귀하의 신청이 사전 승인되었습니다","귀하의 신청이 사전 승인되었습니다 2004년 10월 18일 월요일 모기지 견적 요청 승인됨. 4개 대출 기관이 3% 미만의 최저 금리로 귀하를 승인했습니다. 계속 진행해 금리를 확정하세요.","spam"
"891","12/11 인바운드 링크 용량","12/11 인바운드 링크 용량 미셸, 앞서 대화한 대로 27748 MDQ를 12/11 하루만 10,000에서 16,000으로 증가시켜 주세요. 감사합니다. 줄리 리암스","ham"
"892","발신: 두베 쿠말로","발신: 두베 쿠말로 전화: +27-73-230-82-31 이메일: duvmalo@mailasia.com 깊은 존경과 신뢰로 이 편지를 씁니다. 저는 남아프리카공화국에 있으며 귀하의 도움이 필요합니다.","spam"
"893","텍사스 공유지 사무소 2000년 10월 생산","텍사스 공유지 사무소 2000년 10월 생산 다렌 - 거래번호 421859 판매 거래번호 421847 구매 정산에서 텍사스 일반 공유지 사무소의 판매 및 구매 내역이 모두 표시되고 있습니다. 이 거래가 상계 처리되어야 하나요?","ham"
"894","안녕하세요","안녕하세요 저는 필리핀 출신의 이혼녀 크리스틴 암파탄 고입니다. 저의 평생 재산을 맡길 수 있는 오래 지속되는 비밀 관계를 원합니다. 현재 매우 외로우며 신뢰할 수 있는 사람이 필요합니다.","spam"
"895","모빌 보몬트 - 마롤","모빌 보몬트 - 마롤 레베카, 3월 모빌을 위해 3월 21일부터 HPL이 미드콘을 위해 하루 30,000단위 공급을 시작했습니다. 첫 번째에 플래시 인보이스를 준비할 때 미드콘 물량을 확인하려면 다렌 파머에게 확인하세요.","ham"
"896","오늘 오후 미치 몰튼 면접 / 장소 변경","오늘 오후 미치 몰튼 면접 / 장소 변경 참고: LPM 면접은 캐스케이드 회의실에서 진행됩니다. 에이미는 오늘 오후 다른 약속이 있어 면접에 참여하지 않습니다. 질문이 있으시면 연락해 주세요! - 그레이스 x 8321","ham"
"897","귀하의 컴퓨터에 숨겨진 다운로드 및 설치","귀하의 컴퓨터에 숨겨진 다운로드 및 설치 스파이웨어란? 스파이웨어는 바이러스처럼 제3자가 귀하의 온라인 활동을 비밀리에 모니터링하기 위해 PC에 심는 악성 소프트웨어입니다. 브라우징 습관이 분석되면 끝없는 광고와 팝업이 쏟아집니다.","spam"
"898","줄리가 무료 웹캠에 초대합니다","줄리가 무료 웹캠에 초대합니다 안녕 자기야. 줄리 귀여미야, 개인 서비스에서 연락해. 당신에 대해 많이 들었고 인사하고 싶었어. 내 웹사이트에서 나에 대해 읽어봐. 내 남부 억양이 당신을 매혹시킬 거야.","spam"
"899","체력을 크게 향상시키세요","체력을 크게 향상시키세요 제품을 4개월 동안 사용했습니다. 길이가 2인치에서 거의 6인치로 늘었습니다. 여자친구도 결과를 좋아하지만 제가 어떻게 했는지 모릅니다. 자연스러운 줄 압니다 - 토마스, CA","spam"
"900","새해에는 펌프, 웨이트, 운동 없이","새해에는 펌프, 웨이트, 운동 없이 놀라운 새 마그나RX 패치는 어떤 매장이나 다른 웹사이트에서도 구할 수 없습니다. 지금 남성 강화 패치를 주문하면 1개월분 무료!","spam"
"901","더 이상 비싸게 낼 필요 없어요 - 최저가 OEM 온라인","더 이상 비싸게 낼 필요 없어요 - 최저가 OEM 온라인 OEM 소프트웨어가 무엇이고 왜 중요한가요? 선한 사람들과 고생하는 것이 나쁜 사람들과 잔치하는 것보다 낫습니다.","spam"
"902","전 세계 배송 저렴한 OEM 소프트웨어","전 세계 배송 저렴한 OEM 소프트웨어 무작위 단어 조합 필터 우회 시도 소프트웨어 대폭 할인 판매","spam"
"903","100만 명 이상의 여성을 만나보세요","100만 명 이상의 여성을 만나보세요 메타 콘텐츠 타입 로딩 중... 잠시 기다려주세요. 성인 사이트 배너 광고","spam"
"904","전달: 특별 가격 외에도 더 큰 편의를 경험하세요","전달: 특별 가격 외에도 더 큰 편의를 경험하세요 브랜드나 제네릭 처방약에서 더 좋은 기회가 있습니다. 합법적인 방법으로 처방약을 구매하세요. 저희 사이버 스토어에서 통증 완화제 등 품질 좋은 약품을 제공합니다.","spam"
"905","답장: 엔론 오프사이트","답장: 엔론 오프사이트 안녕하세요 스티브: 필요한 정보가 아래에 있습니다. 8월 18일 금요일 오후 2:00-4:00 덴버 도착 (두 항공편) 셔틀 배차 가능한가요? 오후 6:30-8:00 저녁식사","ham"
"906","스톡 프로파일러 저널","스톡 프로파일러 저널 구조 기술 보고서 2005년 5월 10일 즉시 공개 피나클 그룹 리미티드(PGPU)가 에어로폼 메탈스를 인수했습니다. 에어로폼 메탈스는 구조 기술 개발에 집중하는 선도적인 회사입니다.","spam"
"907","웨스텍스 문서","웨스텍스 문서 부치 치담의 요청으로 다음 문서를 보냅니다: 첨부 파일 A - 웨스텍스 약관 (주내 운송), 웨스텍스 가스 서비스 계약 (기본), 웨스텍스 운송 주문서","ham"
"908","불량한 십대 성인 사이트","불량한 십대 성인 사이트 경고! 미국 정부가 보지 않길 원합니다! 성인 사이트 무제한 접근","spam"
"909","답장: 계정 #680739 M","답장: 계정 #680739 M 안녕하세요, 얼마 전에 이메일을 보내드렸습니다. 이제 새 모기지 자격이 됩니다. 월 $600으로 $300,000을 받을 수 있습니다! 신용 불량도 문제없습니다. 모기지 브로커의 무료 상담을 위해 이 링크를 클릭하세요.","spam"
"910","OEM 소프트웨어로 돈을 절약하세요!","OEM 소프트웨어로 돈을 절약하세요! PC용 소프트웨어가 필요하신가요? 저희 사이트를 방문하시면 원하는 것을 찾을 수 있습니다. 감사합니다, 다니엘라","spam"
"911","빈스 카민스키와 스틴슨 깁너 미팅 - 11월","빈스 카민스키와 스틴슨 깁너 미팅 - 11월 오르도네즈 교수님께 안녕하세요: 빈스와 스틴슨은 현재 11월 8일 수요일 오전 9:00-11:30에 시간이 있습니다. 이 시간 중 편하신 시간을 알려주세요. 셜리 크렌쇼","ham"
"912","엔론 여름 인턴십","엔론 여름 인턴십 셀레스트, 방금 킴과 이야기했습니다. 그녀에게 인턴십이 주어질 것이라고 했습니다. 빈스","ham"
"913","운송","운송 미셸: 12월 18일까지 하루 더 운송 계약을 연장하는 요청입니다. 합의된 $0.08/MMBtu 수요 요금으로 같은 계약 번호를 유지할 수 있는지 알려주세요. 감사합니다, 테리 딕커슨","ham"
"914","답장: 지명 6/1/2000 - 이스트랜스","답장: 지명 6/1/2000 - 이스트랜스 6/1/2000 이후 개정. 브루스 맥밀스를 대신하여 6/1일 이스트랜스에 8,450 MMBtu/d 지명. 6/2 이후 33,450 MMBtu/d 지명. 재납품은 다음과 같이 이루어집니다.","ham"
"915","1,300개 인기 소프트웨어 즉시 다운로드","1,300개 인기 소프트웨어 즉시 다운로드 무작위 단어 조합 필터 우회 시도 필요한 소프트웨어를 구매할 돈이 없거나 원하는 소프트웨어를 찾기 어려우신가요? A부터 Z까지 즉시 다운로드 가능!","spam"
"916","전달: 터프코 딜 108058","전달: 터프코 딜 108058 다린, 이 ENA 딜의 물량이 PGEV 파이프라인에 있으므로 ENA 물량 관리 담당자는 하킴 오군분미입니다. 번호는 x-31801입니다. ENA 물량 관리가 모든 물량 업무를 담당합니다.","ham"
"917","신용카드를 받으시겠어요?","신용카드를 받으시겠어요? 신용 승인 수표 없음 지금 하세요","spam"
"918","날씨 데이터베이스","날씨 데이터베이스 브렌트와 샐리, 리처드 버치필드와 브라이언 허드슨과 이야기한 후 두 분과 베스에게 IT 약속에 대해 업데이트하는 것이 좋겠다고 생각했습니다. 리처드는 메시지를 보내달라고 했고 동의했습니다.","ham"
"919","비아그라보다 더 좋습니다","비아그라보다 더 좋습니다 제네릭 시알리스를 저렴한 가격으로 구매하세요. 대부분 $20을 청구하는데 저희는 $5입니다. 시알리스는 효과가 더 빨리 시작되고 훨씬 더 오래 지속되는 슈퍼 비아그라로 알려져 있습니다.","spam"
"920","답장: 스탠포드 비교 모델 연구를 위한 엔론 신용 모델 문서","답장: 스탠포드 비교 모델 연구를 위한 엔론 신용 모델 문서 안녕 벤, 스탠포드 더피 교수에게 보낼 비교 모델 연구에 사용될 모든 논문을 읽었습니다. 아래 문서들을 확인해주세요.","ham"
"921","팔리우르그, SSDS!","팔리우르그, SSDS! 따뜻한 봄날 저녁, 총대주교의 연못에서 두 남자가 보였습니다. 첫 번째 남자는 40세 정도로 회색 여름 정장을 입고 키가 작고 검은 머리에 뚱뚱하고 대머리였습니다. 의미없는 텍스트 스팸","spam"
"922","씨티뱅크: 고객님 긴급 보안 공지","씨티뱅크: 고객님 긴급 보안 공지 1929년 이스터 디지털 카메라 크리스티나 아길레라 수락합니다 피싱 스팸 무작위 단어 조합","spam"
"923","온라인 약국","온라인 약국 저렴한 진통제를 원하시나요?","spam"
"924","답장: 테스트","답장: 테스트 감사합니다, 빈스. 그녀의 지원서와 서명된 합격 통보서를 받았습니다. 올바른 방향으로 나아가고 있습니다. 몰리","ham"
"925","답장: 스탠포드 프로젝트","답장: 스탠포드 프로젝트 스틴슨 깁너/HOU/ECT가 2001년 1월 3일에 전달. 스틴슨 깁너 2000년 12월 27일 오후 5:04 닉 밤보스@엔론에게","ham"
"926","대폭 할인 소프트웨어 네로, 어도비, 애플, 코렐 $20부터","대폭 할인 소프트웨어 네로, 어도비, 애플, 코렐, 피나클 시스템 $20부터 필요한 모든 소프트웨어가 있습니다! 전 세계 배송 무작위 단어 필터 우회","spam"
"927","이메일에 주목하세요 - 남성을 위한 것","이메일에 주목하세요 - 남성을 위한 것 저희를 소개할 필요가 없습니다! 저희 제품을 사용하는 남성들의 찬사! 저렴한 가격과 최고의 결과! 당일 배송! 최고를 선택하세요.","spam"
"928","80% 할인","80% 할인 최저가 의약품이 여기 있습니다. 비아그라 $199.95 발리움 $259.95 시알리스 $189.95 자낙스 $233.95 그 외 다수...","spam"
"929","답장: 우리의 2001년 총 마진은 얼마인가요?","답장: 우리의 2001년 총 마진은 얼마인가요? 총 마진/MMBtu (상업 활동 등 포함): EES 도매 제외 = $3,643,000,000 / 152,246,250 = $24 가스, 전력, 오리지네이션 & 드리프트 관련 마진 (EES 도매 제외): $2,705,000,000 / 152,246,250","ham"
"930","더 많은 돈을 벌고 싶으세요?","더 많은 돈을 벌고 싶으세요? 주문 확인. 주문이 1월 페덱스로 발송될 예정입니다. 이베이로 돈을 버는 방법을 배우세요! 완전한 턴키 시스템 소프트웨어 - 비디오","spam"
"931","인도의 엔론","인도의 엔론 안녕하세요 빈스, 파워 플레이 북 투어를 몰랐습니다. 확인해보겠습니다. 베일러 교수와의 기사에 대해서는 좋은 아이디어라고 생각합니다. 대학 담당 팀이 참여했으면 합니다.","ham"
"932","2000년 8월 17일 엔론 실제 수치","2000년 8월 17일 엔론 실제 수치 TECO TAP 120.000 / IFERC 20.000 / 엔론 LSP HPL 케이티 20.000 / 엔론","ham"
"933","2000년 8월 1일 종가 기준 VaR","2000년 8월 1일 종가 기준 VaR 안녕하세요, VaR을 실행했습니다. 결과 요약이 아래에 있습니다. 모델도 첨부합니다. 코코아빈과 금 가격은 7월 26일 이후 업데이트되지 않았습니다.","ham"
"934","여기서 최고의 온라인 약품 구매","여기서 최고의 온라인 약품 구매 의사 방문 없이 원하는 처방약을 구매하세요! 브랜드 및 제네릭 약품 최저가! 수신 거부 무작위 단어 조합","spam"
"935","답장: UBS AG 신용 요청","답장: UBS AG 신용 요청 승인됨. 원본 메시지: 발신: 리, 데니스 수신: 보드나르, 마이클; 뷸러, 크레이그; 체리, 폴; 다실바, 에스더; 도노호, 린디; 프레이저, 페리","ham"
"936","2000년 2월 생산, PG&E 02/24/00 불일치 (판 에너지 교환 딜)","2000년 2월 생산, PG&E 02/24/00 불일치 (판 에너지 교환 딜) 스테이시, 이전 음성 메시지대로 2월 24일 PG&E의 실제 가스 흐름을 확인해야 했습니다. PG&E 서비스 요약 보고서에 50,000 MMBtu 흐름이 표시되었습니다.","ham"
"937","나폴레온빌 토지","나폴레온빌 토지 루이즈, 릴라이언트가 금요일 저녁 토지를 취득하지 않은 이유: 엔론이 완전한 권원 체인을 보유하고 있지 않기 때문입니다. 이번 주말 법원에서 관련 문서를 수집 중입니다. 면책 보증은 불가합니다.","ham"
"938","빠르게 작용하는 비아그라","빠르게 작용하는 비아그라 드디어 (빠르게 작용하는 비아그라) 수신 거부 안내: 제휴 웹사이트를 통해 오퍼와 특가를 받기로 동의하셔서 이 광고를 받으셨습니다.","spam"
"939","회사 전용기","회사 전용기 참고: 10월 25일 이른 오후 뉴욕 미팅을 위해 호커 #5736 전용기를 예약했습니다. 금요일 아침 귀환 예정. 프랭크 빅커스로부터 세부 사항을 받는 대로 호텔과 출발 시간을 확정하겠습니다.","ham"
"940","저렴한 발리움","저렴한 발리움 오늘 온라인으로 70% 절약! 저희 사이트를 방문하여 크게 절약하세요 무작위 단어 조합","spam"
"941","저와 파트너가 되어주세요","저와 파트너가 되어주세요 긴급 주의 사항 아트마체임버스 & 어소시에이츠 법률 사무소. 2000년 10월 21일 제 의뢰인과 가족이 나이지리아 도로에서 교통사고로 사망했습니다. 그 이후 여러 차례 조회했습니다.","spam"
"942","안녕하세요","안녕하세요 드디어 비아그라, 제니칼 등 처방약을 온라인으로 구매할 수 있습니다! 대기실, 약국, 창피한 대화 없음. 양식을 작성하면 내일 배송됩니다!","spam"
"943","귀하의 처방번호 66","귀하의 처방번호 66 안녕하세요 코스타스, 합리적인 가격의 품질 좋은 의약품을 위한 온라인 솔루션이 여기 있습니다. 이미 주문했습니다.","spam"
"944","현지화 소프트웨어, 모든 언어 제공","현지화 소프트웨어, 모든 언어 제공 안녕하세요, 독일어, 프랑스어, 스페인어, 영국 영어 등 현지화된 소프트웨어 버전을 제공합니다. 즉시 다운로드 가능! CD 배송 2-3주 기다릴 필요 없습니다!","spam"
"945","새로운 페니 주식 아이디어","새로운 페니 주식 아이디어 MNEI - 2005년 최고의 소형주 이 회사의 프로필과 뉴스를 계속 읽어보세요. 이 주식은 미발굴 보석 주식입니다. 밀레니엄 내셔널 이벤츠 심볼: MNEI","spam"
"946","100명을 돕고 싶습니다","100명을 돕고 싶습니다 마크 빅터 한센과 로버트 G. 앨런은 뉴욕타임스 베스트셀러 58권을 보유하고 있습니다. 영혼을 위한 닭고기 수프, 아무것도 없이 시작하기, 부 창출하기 포함. 그들의 새 책을 증명하기 위해 이 제안을 합니다.","spam"
"947","데일리 뉴스 - 롤렉스가 여기서 정말 저렴합니다!","데일리 뉴스 - 롤렉스가 여기서 정말 저렴합니다! 이탈리아제 롤렉스 완전한 시계 스토어 신뢰할 수 있는 서비스와 지원 무작위 단어 조합","spam"
"948","전달: 금융 용어 풀어보기","전달: 금융 용어 풀어보기 MBA가 아닌 우리에게 좋은 것입니다. 원본 메시지: 사이트 언씬 [site_unseen@business2.com] 2001년 7월 30일 월요일 오전 1:04 라힐 자프리에게","ham"
"949","2002년 3월 - 2003년 4월 WTX 용량","2002년 3월 - 2003년 4월 WTX 용량 미셸: 스프레드시트에는 귀하와 로레인의 요청 정보가 모두 포함되어 있습니다. 질문이 있으면 3-0667로 전화하세요.","ham"
"950","인터넷 노출이나 리드가 더 필요하세요? 이메일 마케팅을 이용하세요","인터넷 노출이나 리드가 더 필요하세요? 이메일 마케팅을 이용하세요 무료 100만 풀을 제공합니다. 인터넷에서 최고의 대량 이메일 가격을 제공합니다. 저희가 모든 발송을 처리합니다. 광고만 제공하시면 됩니다! $200부터","spam"
"951","EXMAR 구매 결정","EXMAR 구매 결정 참고 - 릭 바이/HOU/ECT가 2000년 5월 22일에 전달. 존 셰리프 2000년 5월 22일 오후 1:21 릭 바이/HOU/ECT@ECT, 조 골드/LON/ECT@ECT, 데이비드 하에게","ham"
"952","선생님, 관심이 있습니다","선생님, 관심이 있습니다 안녕하세요 소프트웨어가 필요하신가요? 이 링크를 드리겠습니다. 50개 이상의 인기 프로그램이 매우 저렴합니다. CD 배송 2-3주 기다릴 필요 없이 즉시 다운로드 가능합니다!","spam"
"953","(제목 없음)","안녕하세요, 며칠 전에 이메일을 보내드렸습니다. 이제 새 모기지 자격이 됩니다. 월 $700으로 $300,000을 받을 수 있습니다! 신용 불량도 문제없습니다. 골디 모블리","spam"
"954","답장: 대차대조표","답장: 대차대조표 현재 오스틴시와 판매한 LM 6000을 사용한 프로젝트 개발을 위한 EPC 계약이 있습니다. 이후 고정 열 효율로 2년 PPA가 따릅니다. 현재 마이크 커리가 관리하고 있습니다.","ham"
"955","전달:","전달: 필요한 소프트웨어를 최저가로! 이전에 박스, 시리얼 번호, 매뉴얼이 포함된 윈도우 XP 프로를 $299에 구매하셨죠 - 저희에게서는 풀 윈도우 XP 프로 소프트웨어와 시리얼 번호를 받을 수 있습니다.","spam"
"956","ENA 및 EES 산업 SIC 코드","ENA 및 EES 산업 SIC 코드 사내 메모 발신: 존 라보라토 & 데이브 드레이니 수신: ENA 및 EES 전체 엔론이 미국 내 오리지네이션 및 고객 사업을 구축함에 따라 ENA와 EES가 적절한 산업 분류 코드를 대상으로 하는 것이 점점 더 중요해지고 있습니다.","ham"
"957","필요한 모든 것이 있는 유일한 사이트! 인터넷에서 최저가","필요한 모든 것이 있는 유일한 사이트! 인터넷에서 최저가 무작위 단어 조합 필터 우회","spam"
"958","넬슨 넬레 면접","넬슨 넬레 면접 빈스: 지난주 넬슨을 면접했습니다. 피드백: 1) 매우 소통이 잘 됨 2) 좋은 전문 경험 - 컨설턴트로 일함 3) 좋은 계량적 배경 금융 배경이 부족하여 그룹 내 직책에 단점이 될 수 있습니다.","ham"
"959","새로운 사랑 탭 숍","새로운 사랑 탭 숍 저렴한 사랑 드래그를 위해 라이선스된 온라인 약국을 방문하세요! 비아그라, 시알리스, 소프트탭 및 기타 사랑 강화제 모두 한 곳에서! 빠른 배송, 안전한 결제, 완전한 기밀 보장!","spam"
"960","새로운 소형주 성장주","새로운 소형주 성장주 투자자 알림 - LRCJ - 새로운 주식 로라안 코퍼레이션 심볼: LRCJ 금요일 회사 발표 속보 - 금요일 1월 21일 아침에 주가 급등 예상. 현재 주가: $0.13","spam"
"961","주의! 씨티뱅크 계정 정지 진행 중","주의! 씨티뱅크 계정 정지 진행 중 친애하는 고객님: 최근 데이터베이스 서버에 많은 사이버 공격이 있었습니다. 계정 보호를 위해 즉시 로그인해 주세요.","spam"
"962","그 마법의 순간에 기분 좋게","그 마법의 순간에 기분 좋게 아직 시알리스를 사용해보지 않으셨나요? 침대에서 진정한 남성이 어떤 것인지 상상도 못하실 것입니다! 시알리스는 비아그라에 비해 많은 장점 - 효과가 36시간 지속됩니다!","spam"
"963","답장: 팔리우르그 홈 정보 요청","답장: 팔리우르그 홈 정보 요청 안녕하세요, 저는 클리어 홈 서비스의 제임스 몽고메리입니다. 이 페이지는 가정 금융 상황에 관한 모든 질문을 안내합니다.","spam"
"964","시작일: 1/23/02; 아워어헤드 시간: 20;","시작일: 1/23/02; 아워어헤드 시간: 20; 보조 서비스 일정 없음. 차이 없음. 로그 메시지: 파일 파싱 >> O:\portland\westdesk\california scheduling\iso final schedules\2002012320.txt","ham"
